MsgID.STATE,1526666818.5144691,False,False
MsgID.GLOBAL_POSITION,1526666866.6705110,-122.3974499,37.7924804,-0.0400000
MsgID.LOCAL_VELOCITY,1526666866.6705110,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6706669,0.0447814,0.0033567,0.0405822
MsgID.LOCAL_VELOCITY,1526666866.6706669,-0.0000045,0.0000031,0.0000048
MsgID.GLOBAL_POSITION,1526666866.6708291,-122.3974514,37.7924809,-0.0130000
MsgID.LOCAL_VELOCITY,1526666866.6708291,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6709850,0.1086976,-0.1257483,0.0130932
MsgID.LOCAL_VELOCITY,1526666866.6709850,0.0000003,-0.0000074,0.0000075
MsgID.GLOBAL_HOME,1526666866.6712189,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666866.6714640,True,True
MsgID.GLOBAL_POSITION,1526666866.6716700,-122.3974506,37.7924794,0.0160000
MsgID.LOCAL_VELOCITY,1526666866.6716700,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6718590,-0.0565085,-0.0558895,-0.0168855
MsgID.LOCAL_VELOCITY,1526666866.6718590,0.0000115,-0.0000114,0.0000154
MsgID.GLOBAL_POSITION,1526666866.6721101,-122.3974489,37.7924787,0.0450000
MsgID.LOCAL_VELOCITY,1526666866.6721101,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6722660,-0.1368365,0.0947925,-0.0456917
MsgID.LOCAL_VELOCITY,1526666866.6722660,0.0000048,0.0000034,0.0000227
MsgID.GLOBAL_POSITION,1526666866.6724329,-122.3974497,37.7924803,0.0640000
MsgID.LOCAL_VELOCITY,1526666866.6724329,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6725850,0.0364559,0.0232363,-0.0646653
MsgID.LOCAL_VELOCITY,1526666866.6725850,-0.0000006,0.0000059,0.0000199
MsgID.GLOBAL_POSITION,1526666866.6727469,-122.3974498,37.7924811,0.0770000
MsgID.LOCAL_VELOCITY,1526666866.6727469,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6728971,0.1308229,0.0092618,-0.0773895
MsgID.LOCAL_VELOCITY,1526666866.6728971,0.0000276,-0.0000273,0.0000196
MsgID.GLOBAL_HOME,1526666866.6731689,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666866.6733911,True,True
MsgID.GLOBAL_POSITION,1526666866.6735628,-122.3974498,37.7924800,0.0810000
MsgID.LOCAL_VELOCITY,1526666866.6735628,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6737370,0.0084937,0.0094215,-0.0816928
MsgID.LOCAL_VELOCITY,1526666866.6737370,0.0000276,-0.0000159,0.0000241
MsgID.GLOBAL_POSITION,1526666866.6739259,-122.3974494,37.7924788,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6739259,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6741350,-0.1330322,0.0466329,-0.0824941
MsgID.LOCAL_VELOCITY,1526666866.6741350,0.0000121,-0.0000201,0.0000236
MsgID.GLOBAL_POSITION,1526666866.6744151,-122.3974484,37.7924802,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6744151,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6745889,0.0280033,0.1377269,-0.0824991
MsgID.LOCAL_VELOCITY,1526666866.6745889,0.0000408,-0.0000114,0.0000269
MsgID.GLOBAL_POSITION,1526666866.6747892,-122.3974507,37.7924809,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6747892,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6751392,0.0998954,-0.0711673,-0.0824991
MsgID.LOCAL_VELOCITY,1526666866.6751392,-0.0000181,-0.0000220,0.0000154
MsgID.GLOBAL_HOME,1526666866.6756780,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666866.6761260,True,True
MsgID.GLOBAL_POSITION,1526666866.6763699,-122.3974504,37.7924809,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6763699,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6765499,0.1039577,-0.0409726,-0.0824991
MsgID.LOCAL_VELOCITY,1526666866.6765499,0.0000194,-0.0000225,0.0000205
MsgID.LOCAL_POSITION,1526666866.6767390,0.1865986,-0.0341985,-0.0824979
MsgID.LOCAL_VELOCITY,1526666866.6767390,0.0000161,-0.0000266,0.0000203
MsgID.GLOBAL_POSITION,1526666866.6769311,-122.3974503,37.7924816,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6769311,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6770859,0.1231432,-0.1341700,-0.0822193
MsgID.LOCAL_VELOCITY,1526666866.6770859,0.0000072,0.0000070,0.0000162
MsgID.GLOBAL_POSITION,1526666866.6772749,-122.3974515,37.7924811,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.6772749,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6774480,0.1275577,0.0797227,-0.0801328
MsgID.LOCAL_VELOCITY,1526666866.6774480,0.0000095,-0.0000098,0.0000208
MsgID.GLOBAL_POSITION,1526666866.6776440,-122.3974491,37.7924811,0.0800000
MsgID.LOCAL_VELOCITY,1526666866.6776440,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1526666866.6778860,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666866.6782222,True,True
MsgID.LOCAL_POSITION,1526666866.6784420,-0.0713484,0.0124762,-0.0746267
MsgID.LOCAL_VELOCITY,1526666866.6784420,0.0000123,-0.0000088,0.0000234
MsgID.GLOBAL_POSITION,1526666866.6786449,-122.3974498,37.7924793,0.0740000
MsgID.LOCAL_VELOCITY,1526666866.6786449,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6789551,-0.0981304,-0.1399138,-0.0637129
MsgID.LOCAL_VELOCITY,1526666866.6789551,0.0000239,-0.0000131,0.0000172
MsgID.GLOBAL_POSITION,1526666866.6791580,-122.3974515,37.7924791,0.0630000
MsgID.LOCAL_VELOCITY,1526666866.6791580,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6793420,-0.0011703,0.0108605,-0.0470623
MsgID.LOCAL_VELOCITY,1526666866.6793420,0.0000268,-0.0000120,0.0000217
MsgID.GLOBAL_POSITION,1526666866.6795299,-122.3974498,37.7924799,0.0470000
MsgID.LOCAL_VELOCITY,1526666866.6795299,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6797051,-122.3974511,37.7924797,0.0230000
MsgID.LOCAL_VELOCITY,1526666866.6797051,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6798790,-0.0264571,-0.1045512,-0.0232021
MsgID.LOCAL_VELOCITY,1526666866.6798790,0.0000181,-0.0000076,0.0000145
MsgID.GLOBAL_HOME,1526666866.6802189,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666866.6804941,True,True
MsgID.GLOBAL_POSITION,1526666866.6807199,-122.3974500,37.7924795,-0.0010000
MsgID.LOCAL_VELOCITY,1526666866.6807199,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6808860,-0.0467302,-0.0039986,0.0014142
MsgID.LOCAL_VELOCITY,1526666866.6808860,-0.0000116,0.0000041,0.0000142
MsgID.GLOBAL_POSITION,1526666866.6810579,-122.3974487,37.7924798,-0.0300000
MsgID.LOCAL_VELOCITY,1526666866.6810579,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6812129,-0.0115263,0.1109987,0.0303560
MsgID.LOCAL_VELOCITY,1526666866.6812129,0.0000094,0.0000103,0.0000168
MsgID.GLOBAL_POSITION,1526666866.6813991,-122.3974514,37.7924797,-0.0560000
MsgID.LOCAL_VELOCITY,1526666866.6813991,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6815722,-0.0289101,-0.1332720,0.0562488
MsgID.LOCAL_VELOCITY,1526666866.6815722,0.0000009,-0.0000028,0.0000147
MsgID.GLOBAL_POSITION,1526666866.6817560,-122.3974502,37.7924811,-0.0800000
MsgID.LOCAL_VELOCITY,1526666866.6817560,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6819270,0.1298971,-0.0233404,0.0804400
MsgID.LOCAL_VELOCITY,1526666866.6819270,0.0000017,-0.0000081,0.0000078
MsgID.STATE,1526666866.6822181,True,True
MsgID.GLOBAL_HOME,1526666866.6824410,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6825769,-122.3974503,37.7924809,-0.0950000
MsgID.LOCAL_VELOCITY,1526666866.6825769,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6827309,0.1002914,-0.0344318,0.0956860
MsgID.LOCAL_VELOCITY,1526666866.6827309,0.0000123,0.0000027,0.0000072
MsgID.GLOBAL_POSITION,1526666866.6829000,-122.3974496,37.7924799,-0.1040000
MsgID.LOCAL_VELOCITY,1526666866.6829000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6830511,-0.0002380,0.0285119,0.1044848
MsgID.LOCAL_VELOCITY,1526666866.6830511,0.0000180,-0.0000077,0.0000039
MsgID.GLOBAL_POSITION,1526666866.6832111,-122.3974494,37.7924799,-0.1040000
MsgID.LOCAL_VELOCITY,1526666866.6832111,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6833842,-0.0004612,0.0486970,0.1040173
MsgID.LOCAL_VELOCITY,1526666866.6833842,0.0000373,-0.0000001,0.0000053
MsgID.GLOBAL_POSITION,1526666866.6835670,-122.3974513,37.7924794,-0.0930000
MsgID.LOCAL_VELOCITY,1526666866.6835670,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6837380,-0.0577081,-0.1203183,0.0938699
MsgID.LOCAL_VELOCITY,1526666866.6837380,0.0000048,0.0000124,0.0000022
MsgID.STATE,1526666866.6840100,True,True
MsgID.GLOBAL_HOME,1526666866.6842849,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6844699,-122.3974509,37.7924784,-0.0760000
MsgID.LOCAL_VELOCITY,1526666866.6844699,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6846468,-0.1770664,-0.0846836,0.0767939
MsgID.LOCAL_VELOCITY,1526666866.6846468,0.0000087,-0.0000198,0.0000076
MsgID.GLOBAL_POSITION,1526666866.6848159,-122.3974498,37.7924791,-0.0490000
MsgID.LOCAL_VELOCITY,1526666866.6848159,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6849730,-0.0910301,0.0093955,0.0493814
MsgID.LOCAL_VELOCITY,1526666866.6849730,-0.0000173,0.0000014,0.0000053
MsgID.GLOBAL_POSITION,1526666866.6852171,-122.3974498,37.7924802,-0.0180000
MsgID.LOCAL_VELOCITY,1526666866.6852171,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6857159,0.0287586,0.0094214,0.0189989
MsgID.LOCAL_VELOCITY,1526666866.6857159,0.0000274,-0.0000207,0.0000136
MsgID.GLOBAL_POSITION,1526666866.6860878,-122.3974498,37.7924802,0.0170000
MsgID.LOCAL_VELOCITY,1526666866.6860878,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6863251,0.0261529,0.0097264,-0.0175587
MsgID.LOCAL_VELOCITY,1526666866.6863251,0.0000005,0.0000012,0.0000175
MsgID.STATE,1526666866.6867499,True,True
MsgID.GLOBAL_HOME,1526666866.6872530,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6875210,-122.3974499,37.7924801,0.0470000
MsgID.LOCAL_VELOCITY,1526666866.6875210,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6878221,0.0128365,0.0087721,-0.0473280
MsgID.LOCAL_VELOCITY,1526666866.6878221,0.0000053,0.0000069,0.0000159
MsgID.GLOBAL_POSITION,1526666866.6881311,-122.3974505,37.7924812,0.0730000
MsgID.LOCAL_VELOCITY,1526666866.6881311,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6884210,0.1439185,-0.0517831,-0.0735529
MsgID.LOCAL_VELOCITY,1526666866.6884210,-0.0000165,-0.0000294,0.0000198
MsgID.GLOBAL_POSITION,1526666866.6887040,-122.3974508,37.7924799,0.0870000
MsgID.LOCAL_VELOCITY,1526666866.6887040,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6888881,-0.0050703,-0.0745100,-0.0876162
MsgID.LOCAL_VELOCITY,1526666866.6888881,-0.0000191,-0.0000053,0.0000180
MsgID.GLOBAL_POSITION,1526666866.6890759,-122.3974515,37.7924792,0.0930000
MsgID.LOCAL_VELOCITY,1526666866.6890759,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6892500,-0.0810658,-0.1378882,-0.0930290
MsgID.LOCAL_VELOCITY,1526666866.6892500,0.0000057,-0.0000116,0.0000184
MsgID.STATE,1526666866.6897709,True,True
MsgID.GLOBAL_HOME,1526666866.6901739,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6905370,-122.3974514,37.7924810,0.0900000
MsgID.LOCAL_VELOCITY,1526666866.6905370,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6908350,0.1193402,-0.1274993,-0.0900077
MsgID.LOCAL_VELOCITY,1526666866.6908350,0.0000060,-0.0000114,0.0000136
MsgID.GLOBAL_POSITION,1526666866.6911380,-122.3974497,37.7924811,0.0810000
MsgID.LOCAL_VELOCITY,1526666866.6911380,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6914282,0.1229138,0.0199172,-0.0816495
MsgID.LOCAL_VELOCITY,1526666866.6914282,0.0000298,-0.0000116,0.0000189
MsgID.GLOBAL_POSITION,1526666866.6917472,-122.3974513,37.7924816,0.0740000
MsgID.LOCAL_VELOCITY,1526666866.6917472,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6920450,0.1843624,-0.1175778,-0.0744174
MsgID.LOCAL_VELOCITY,1526666866.6920450,0.0000121,-0.0000201,0.0000224
MsgID.GLOBAL_POSITION,1526666866.6923530,-122.3974492,37.7924809,0.0720000
MsgID.LOCAL_VELOCITY,1526666866.6923530,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6926432,0.1004505,0.0672049,-0.0722322
MsgID.LOCAL_VELOCITY,1526666866.6926432,0.0000061,0.0000089,0.0000183
MsgID.STATE,1526666866.6929920,True,True
MsgID.GLOBAL_HOME,1526666866.6932740,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6934350,-122.3974486,37.7924803,0.0780000
MsgID.LOCAL_VELOCITY,1526666866.6934350,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6939180,0.0390841,0.1179177,-0.0783769
MsgID.LOCAL_VELOCITY,1526666866.6939180,0.0000164,-0.0000261,0.0000214
MsgID.GLOBAL_POSITION,1526666866.6943841,-122.3974498,37.7924805,0.0960000
MsgID.LOCAL_VELOCITY,1526666866.6943841,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6948869,0.0603797,0.0097795,-0.0961341
MsgID.LOCAL_VELOCITY,1526666866.6948869,0.0000120,-0.0000126,0.0000228
MsgID.GLOBAL_POSITION,1526666866.6951730,-122.3974501,37.7924799,0.1200000
MsgID.LOCAL_VELOCITY,1526666866.6951730,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6954889,-0.0036417,-0.0138426,-0.1204451
MsgID.LOCAL_VELOCITY,1526666866.6954889,-0.0000189,-0.0000111,0.0000167
MsgID.GLOBAL_POSITION,1526666866.6956720,-122.3974503,37.7924786,0.1550000
MsgID.LOCAL_VELOCITY,1526666866.6956720,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6958621,-0.1549332,-0.0325203,-0.1551615
MsgID.LOCAL_VELOCITY,1526666866.6958621,0.0000178,-0.0000076,0.0000153
MsgID.STATE,1526666866.6961980,True,True
MsgID.GLOBAL_HOME,1526666866.6964531,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6966851,-122.3974505,37.7924785,0.1870000
MsgID.LOCAL_VELOCITY,1526666866.6966851,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6968782,-0.1581768,-0.0446524,-0.1871261
MsgID.LOCAL_VELOCITY,1526666866.6968782,0.0000091,0.0000059,0.0000192
MsgID.GLOBAL_POSITION,1526666866.6970592,-122.3974518,37.7924795,0.2200000
MsgID.LOCAL_VELOCITY,1526666866.6970592,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6972151,-0.0495191,-0.1614525,-0.2204223
MsgID.LOCAL_VELOCITY,1526666866.6972151,0.0000002,0.0000051,0.0000163
MsgID.GLOBAL_POSITION,1526666866.6973851,-122.3974517,37.7924811,0.2430000
MsgID.LOCAL_VELOCITY,1526666866.6973851,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6975391,0.1285918,-0.1586637,-0.2438092
MsgID.LOCAL_VELOCITY,1526666866.6975391,0.0000167,0.0000017,0.0000167
MsgID.GLOBAL_POSITION,1526666866.6977038,-122.3974489,37.7924793,0.2610000
MsgID.LOCAL_VELOCITY,1526666866.6977038,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6978781,-0.0719773,0.0915037,-0.2618755
MsgID.LOCAL_VELOCITY,1526666866.6978781,0.0000195,-0.0000148,0.0000199
MsgID.STATE,1526666866.6981561,True,True
MsgID.GLOBAL_HOME,1526666866.6983991,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.6985879,-122.3974492,37.7924783,0.2690000
MsgID.LOCAL_VELOCITY,1526666866.6985879,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6989329,-0.1881222,0.0691993,-0.2694038
MsgID.LOCAL_VELOCITY,1526666866.6989329,-0.0000293,-0.0000135,0.0000169
MsgID.LOCAL_POSITION,1526666866.6991529,-0.0640861,-0.1355393,-0.2684413
MsgID.LOCAL_VELOCITY,1526666866.6991529,-0.0000065,0.0000007,0.0000127
MsgID.GLOBAL_POSITION,1526666866.6993852,-122.3974515,37.7924794,0.2680000
MsgID.LOCAL_VELOCITY,1526666866.6993852,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6995499,0.0888742,-0.1514553,-0.2595225
MsgID.LOCAL_VELOCITY,1526666866.6995499,0.0000255,-0.0000045,0.0000196
MsgID.GLOBAL_POSITION,1526666866.6997261,-122.3974517,37.7924807,0.2590000
MsgID.LOCAL_VELOCITY,1526666866.6997261,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.6998990,-0.0356239,-0.0450629,-0.2430452
MsgID.LOCAL_VELOCITY,1526666866.6998990,0.0000225,-0.0000128,0.0000194
MsgID.GLOBAL_POSITION,1526666866.7002418,-122.3974505,37.7924796,0.2430000
MsgID.LOCAL_VELOCITY,1526666866.7002418,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7005491,True,True
MsgID.GLOBAL_HOME,1526666866.7007911,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7009752,-0.1449929,0.0926171,-0.2260031
MsgID.LOCAL_VELOCITY,1526666866.7009752,-0.0000003,-0.0000111,0.0000191
MsgID.GLOBAL_POSITION,1526666866.7011571,-122.3974489,37.7924786,0.2260000
MsgID.LOCAL_VELOCITY,1526666866.7011571,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7013230,0.0167725,-0.0516556,-0.2119098
MsgID.LOCAL_VELOCITY,1526666866.7013230,-0.0000155,0.0000028,0.0000165
MsgID.GLOBAL_POSITION,1526666866.7014880,-122.3974505,37.7924801,0.2110000
MsgID.LOCAL_VELOCITY,1526666866.7014880,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7016408,0.0165731,0.0639478,-0.2063971
MsgID.LOCAL_VELOCITY,1526666866.7016408,-0.0000011,0.0000155,0.0000205
MsgID.GLOBAL_POSITION,1526666866.7018020,-122.3974492,37.7924801,0.2060000
MsgID.LOCAL_VELOCITY,1526666866.7018020,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7019770,-0.0004382,0.0935737,-0.2078220
MsgID.LOCAL_VELOCITY,1526666866.7019770,0.0000144,-0.0000155,0.0000204
MsgID.GLOBAL_POSITION,1526666866.7021620,-122.3974489,37.7924799,0.2070000
MsgID.LOCAL_VELOCITY,1526666866.7021620,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7024262,True,True
MsgID.GLOBAL_HOME,1526666866.7026439,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7027919,-0.0126849,0.0111424,-0.2134542
MsgID.LOCAL_VELOCITY,1526666866.7027919,0.0000089,0.0000054,0.0000132
MsgID.GLOBAL_POSITION,1526666866.7030430,-122.3974498,37.7924798,0.2130000
MsgID.LOCAL_VELOCITY,1526666866.7030430,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7031970,-0.1469402,0.1280183,-0.2202770
MsgID.LOCAL_VELOCITY,1526666866.7031970,-0.0000083,-0.0000157,0.0000119
MsgID.GLOBAL_POSITION,1526666866.7033601,-122.3974485,37.7924786,0.2200000
MsgID.LOCAL_VELOCITY,1526666866.7033601,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7035131,-0.0670970,-0.0802897,-0.2221182
MsgID.LOCAL_VELOCITY,1526666866.7035131,-0.0000036,-0.0000196,0.0000206
MsgID.GLOBAL_POSITION,1526666866.7036731,-122.3974509,37.7924793,0.2220000
MsgID.LOCAL_VELOCITY,1526666866.7036731,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7038231,0.0135874,-0.1502623,-0.2147185
MsgID.LOCAL_VELOCITY,1526666866.7038231,0.0000007,-0.0000220,0.0000151
MsgID.GLOBAL_POSITION,1526666866.7039812,-122.3974516,37.7924801,0.2140000
MsgID.LOCAL_VELOCITY,1526666866.7039812,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7042401,True,True
MsgID.GLOBAL_HOME,1526666866.7044489,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7045979,-0.0485258,-0.1210981,-0.1970346
MsgID.LOCAL_VELOCITY,1526666866.7045979,-0.0000005,-0.0000165,0.0000184
MsgID.GLOBAL_POSITION,1526666866.7047849,-122.3974513,37.7924795,0.1960000
MsgID.LOCAL_VELOCITY,1526666866.7047849,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7050200,-0.0029577,0.0344152,-0.1632230
MsgID.LOCAL_VELOCITY,1526666866.7050200,-0.0000009,0.0000078,0.0000174
MsgID.GLOBAL_POSITION,1526666866.7052538,-122.3974496,37.7924799,0.1630000
MsgID.LOCAL_VELOCITY,1526666866.7052538,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7054069,-0.0004382,-0.0370294,-0.1239676
MsgID.LOCAL_VELOCITY,1526666866.7054069,0.0000090,0.0000109,0.0000171
MsgID.GLOBAL_POSITION,1526666866.7055690,-122.3974504,37.7924799,0.1230000
MsgID.LOCAL_VELOCITY,1526666866.7055690,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7057199,-0.0009368,-0.0861332,-0.0736418
MsgID.LOCAL_VELOCITY,1526666866.7057199,-0.0000212,0.0000008,0.0000145
MsgID.GLOBAL_POSITION,1526666866.7058821,-122.3974509,37.7924799,0.0730000
MsgID.LOCAL_VELOCITY,1526666866.7058821,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7061179,True,True
MsgID.GLOBAL_HOME,1526666866.7063301,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7064760,-0.0005069,-0.1709946,-0.0299486
MsgID.LOCAL_VELOCITY,1526666866.7064760,-0.0000092,-0.0000332,0.0000126
MsgID.GLOBAL_POSITION,1526666866.7066650,-122.3974519,37.7924799,0.0290000
MsgID.LOCAL_VELOCITY,1526666866.7066650,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7068338,-0.0004382,-0.1170323,0.0116076
MsgID.LOCAL_VELOCITY,1526666866.7068338,0.0000144,-0.0000230,0.0000157
MsgID.GLOBAL_POSITION,1526666866.7070432,-122.3974513,37.7924799,-0.0110000
MsgID.LOCAL_VELOCITY,1526666866.7070432,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7072380,-0.0134719,0.1191569,0.0373056
MsgID.LOCAL_VELOCITY,1526666866.7072380,0.0000138,-0.0000105,0.0000249
MsgID.GLOBAL_POSITION,1526666866.7074199,-122.3974486,37.7924798,-0.0370000
MsgID.LOCAL_VELOCITY,1526666866.7074199,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7075908,-0.0123476,-0.0023062,0.0506178
MsgID.LOCAL_VELOCITY,1526666866.7075908,0.0000098,-0.0000161,0.0000199
MsgID.GLOBAL_POSITION,1526666866.7077708,-122.3974500,37.7924798,-0.0500000
MsgID.LOCAL_VELOCITY,1526666866.7077708,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7082870,True,True
MsgID.GLOBAL_HOME,1526666866.7086899,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7088730,0.1348357,-0.1055812,0.0480150
MsgID.LOCAL_VELOCITY,1526666866.7088730,0.0000292,-0.0000180,0.0000187
MsgID.GLOBAL_POSITION,1526666866.7091930,-122.3974511,37.7924812,-0.0470000
MsgID.LOCAL_VELOCITY,1526666866.7091930,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7093840,0.0940727,0.1517858,0.0311810
MsgID.LOCAL_VELOCITY,1526666866.7093840,0.0000181,0.0000086,0.0000160
MsgID.GLOBAL_POSITION,1526666866.7095721,-122.3974482,37.7924808,-0.0310000
MsgID.LOCAL_VELOCITY,1526666866.7095721,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7097280,-0.0282390,0.1748606,0.0073081
MsgID.LOCAL_VELOCITY,1526666866.7097280,0.0000012,-0.0000046,0.0000183
MsgID.GLOBAL_POSITION,1526666866.7099180,-122.3974480,37.7924797,-0.0070000
MsgID.LOCAL_VELOCITY,1526666866.7099180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7100930,-0.0209203,0.0743448,-0.0218281
MsgID.LOCAL_VELOCITY,1526666866.7100930,-0.0000213,-0.0000227,0.0000178
MsgID.GLOBAL_POSITION,1526666866.7102909,-122.3974491,37.7924798,0.0210000
MsgID.LOCAL_VELOCITY,1526666866.7102909,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7106140,True,True
MsgID.GLOBAL_HOME,1526666866.7109828,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7112372,-0.0887760,0.0090497,-0.0470835
MsgID.LOCAL_VELOCITY,1526666866.7112372,0.0000141,-0.0000111,0.0000195
