MsgID.STATE,1526666818.5144691,False,False
MsgID.GLOBAL_POSITION,1526666866.7114298,-122.3974499,37.7924791,0.0470000
MsgID.LOCAL_VELOCITY,1526666866.7114298,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7115872,-0.1614107,-0.0261066,-0.0665631
MsgID.LOCAL_VELOCITY,1526666866.7115872,-0.0000067,0.0000140,0.0000152
MsgID.GLOBAL_POSITION,1526666866.7117541,-122.3974502,37.7924785,0.0660000
MsgID.LOCAL_VELOCITY,1526666866.7117541,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7119050,-0.1410871,0.0093585,-0.0775093
MsgID.LOCAL_VELOCITY,1526666866.7119050,0.0000171,-0.0000250,0.0000177
MsgID.GLOBAL_POSITION,1526666866.7120650,-122.3974498,37.7924787,0.0770000
MsgID.LOCAL_VELOCITY,1526666866.7120650,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7122180,0.0590226,0.0099479,-0.0819196
MsgID.LOCAL_VELOCITY,1526666866.7122180,0.0000060,-0.0000220,0.0000106
MsgID.GLOBAL_POSITION,1526666866.7124059,-122.3974498,37.7924805,0.0810000
MsgID.LOCAL_VELOCITY,1526666866.7124059,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7126899,True,True
MsgID.GLOBAL_HOME,1526666866.7129381,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7131011,0.0622620,0.0094215,-0.0824471
MsgID.LOCAL_VELOCITY,1526666866.7131011,0.0000222,-0.0000120,0.0000196
MsgID.GLOBAL_POSITION,1526666866.7133410,-122.3974498,37.7924805,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.7133410,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7135010,-0.1492513,0.0094218,-0.0815493
MsgID.LOCAL_VELOCITY,1526666866.7135010,0.0000006,-0.0000267,0.0000214
MsgID.GLOBAL_POSITION,1526666866.7136681,-122.3974498,37.7924786,0.0810000
MsgID.LOCAL_VELOCITY,1526666866.7136681,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7138200,0.0030178,0.0100000,-0.0778386
MsgID.LOCAL_VELOCITY,1526666866.7138200,-0.0000122,-0.0000110,0.0000161
MsgID.GLOBAL_POSITION,1526666866.7139809,-122.3974498,37.7924800,0.0770000
MsgID.LOCAL_VELOCITY,1526666866.7139809,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7141340,-122.3974498,37.7924798,0.0710000
MsgID.LOCAL_VELOCITY,1526666866.7141340,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7142839,-0.0155185,0.0110970,-0.0714974
MsgID.LOCAL_VELOCITY,1526666866.7142839,0.0000110,-0.0000206,0.0000193
MsgID.STATE,1526666866.7146130,True,True
MsgID.GLOBAL_HOME,1526666866.7148499,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7150040,-122.3974491,37.7924799,0.0620000
MsgID.LOCAL_VELOCITY,1526666866.7150040,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7152560,-0.0049066,0.0725282,-0.0621912
MsgID.LOCAL_VELOCITY,1526666866.7152560,0.0000100,0.0000006,0.0000219
MsgID.GLOBAL_POSITION,1526666866.7154820,-122.3974486,37.7924803,0.0510000
MsgID.LOCAL_VELOCITY,1526666866.7154820,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7156639,0.0389307,0.1232417,-0.0511825
MsgID.LOCAL_VELOCITY,1526666866.7156639,-0.0000047,-0.0000249,0.0000189
MsgID.GLOBAL_POSITION,1526666866.7158411,-122.3974496,37.7924800,0.0410000
MsgID.LOCAL_VELOCITY,1526666866.7158411,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7159932,0.0000608,0.0350383,-0.0415465
MsgID.LOCAL_VELOCITY,1526666866.7159932,-0.0000142,-0.0000094,0.0000158
MsgID.GLOBAL_POSITION,1526666866.7161520,-122.3974499,37.7924804,0.0340000
MsgID.LOCAL_VELOCITY,1526666866.7161520,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7163010,0.0516340,0.0087764,-0.0340828
MsgID.LOCAL_VELOCITY,1526666866.7163010,0.0000059,-0.0000232,0.0000216
MsgID.STATE,1526666866.7165928,True,True
MsgID.GLOBAL_HOME,1526666866.7168319,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7169962,-122.3974498,37.7924811,0.0300000
MsgID.LOCAL_VELOCITY,1526666866.7169962,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7171781,0.1236361,0.0097279,-0.0309958
MsgID.LOCAL_VELOCITY,1526666866.7171781,-0.0000003,-0.0000024,0.0000174
MsgID.GLOBAL_POSITION,1526666866.7174559,-122.3974498,37.7924791,0.0320000
MsgID.LOCAL_VELOCITY,1526666866.7174559,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7177331,-0.0901333,0.0094230,-0.0329887
MsgID.LOCAL_VELOCITY,1526666866.7177331,0.0000258,-0.0000072,0.0000213
MsgID.GLOBAL_POSITION,1526666866.7179689,-122.3974498,37.7924799,0.0400000
MsgID.LOCAL_VELOCITY,1526666866.7179689,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7181261,-0.0050014,0.0094215,-0.0407563
MsgID.LOCAL_VELOCITY,1526666866.7181261,0.0000163,-0.0000178,0.0000177
MsgID.GLOBAL_POSITION,1526666866.7183070,-122.3974498,37.7924812,0.0530000
MsgID.LOCAL_VELOCITY,1526666866.7183070,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7185190,0.1402265,0.0092518,-0.0531889
MsgID.LOCAL_VELOCITY,1526666866.7185190,0.0000123,-0.0000282,0.0000244
MsgID.STATE,1526666866.7194231,True,True
MsgID.GLOBAL_HOME,1526666866.7198260,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7200630,-122.3974498,37.7924798,0.0690000
MsgID.LOCAL_VELOCITY,1526666866.7200630,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7202508,-0.0142679,0.0093793,-0.0693857
MsgID.LOCAL_VELOCITY,1526666866.7202508,0.0000186,-0.0000014,0.0000209
MsgID.GLOBAL_POSITION,1526666866.7204471,-122.3974498,37.7924792,0.0860000
MsgID.LOCAL_VELOCITY,1526666866.7204471,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7206190,-0.0820863,0.0112596,-0.0864300
MsgID.LOCAL_VELOCITY,1526666866.7206190,-0.0000157,-0.0000134,0.0000157
MsgID.GLOBAL_POSITION,1526666866.7208030,-122.3974493,37.7924792,0.0980000
MsgID.LOCAL_VELOCITY,1526666866.7208030,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7209768,-0.0877379,0.0575025,-0.0983112
MsgID.LOCAL_VELOCITY,1526666866.7209768,-0.0000226,-0.0000029,0.0000172
MsgID.GLOBAL_POSITION,1526666866.7212379,-122.3974487,37.7924810,0.0990000
MsgID.LOCAL_VELOCITY,1526666866.7212379,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7215381,0.1152164,0.1108631,-0.0995359
MsgID.LOCAL_VELOCITY,1526666866.7215381,0.0000072,-0.0000119,0.0000227
MsgID.STATE,1526666866.7219560,True,True
MsgID.GLOBAL_HOME,1526666866.7223539,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7225189,-122.3974480,37.7924802,0.0860000
MsgID.LOCAL_VELOCITY,1526666866.7225189,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7227011,0.0318882,0.1775505,-0.0868569
MsgID.LOCAL_VELOCITY,1526666866.7227011,0.0000131,-0.0000084,0.0000146
MsgID.GLOBAL_POSITION,1526666866.7228920,-122.3974498,37.7924796,0.0640000
MsgID.LOCAL_VELOCITY,1526666866.7228920,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7233548,-0.0348118,0.0173392,-0.0649917
MsgID.LOCAL_VELOCITY,1526666866.7233548,-0.0000003,0.0000073,0.0000166
MsgID.GLOBAL_POSITION,1526666866.7236931,-122.3974501,37.7924799,0.0340000
MsgID.LOCAL_VELOCITY,1526666866.7236931,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7238810,-0.0005130,-0.0120936,-0.0345757
MsgID.LOCAL_VELOCITY,1526666866.7238810,-0.0000083,0.0000106,0.0000146
MsgID.GLOBAL_POSITION,1526666866.7240710,-122.3974498,37.7924799,0.0020000
MsgID.LOCAL_VELOCITY,1526666866.7240710,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7242501,-0.0009089,0.0094215,-0.0020777
MsgID.LOCAL_VELOCITY,1526666866.7242501,0.0000088,-0.0000037,0.0000202
MsgID.STATE,1526666866.7245591,True,True
MsgID.GLOBAL_HOME,1526666866.7250640,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7253299,-122.3974498,37.7924791,-0.0250000
MsgID.LOCAL_VELOCITY,1526666866.7253299,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7256091,-0.0948611,0.0149979,0.0254240
MsgID.LOCAL_VELOCITY,1526666866.7256091,0.0000109,0.0000155,0.0000177
MsgID.GLOBAL_POSITION,1526666866.7260668,-122.3974485,37.7924788,-0.0440000
MsgID.LOCAL_VELOCITY,1526666866.7260668,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7263670,-0.1247449,0.1294671,0.0442581
MsgID.LOCAL_VELOCITY,1526666866.7263670,0.0000162,-0.0000065,0.0000195
MsgID.GLOBAL_POSITION,1526666866.7266629,-122.3974477,37.7924806,-0.0490000
MsgID.LOCAL_VELOCITY,1526666866.7266629,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7269609,0.0670191,0.1961507,0.0494438
MsgID.LOCAL_VELOCITY,1526666866.7269609,0.0000026,-0.0000216,0.0000137
MsgID.GLOBAL_POSITION,1526666866.7274771,-122.3974488,37.7924808,-0.0390000
MsgID.LOCAL_VELOCITY,1526666866.7274771,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7277381,0.0898200,0.1004733,0.0399105
MsgID.LOCAL_VELOCITY,1526666866.7277381,0.0000337,-0.0000064,0.0000210
MsgID.STATE,1526666866.7280400,True,True
MsgID.GLOBAL_HOME,1526666866.7284129,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7285728,-122.3974506,37.7924795,-0.0170000
MsgID.LOCAL_VELOCITY,1526666866.7285728,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7287581,-0.0474627,-0.0588434,0.0175730
MsgID.LOCAL_VELOCITY,1526666866.7287581,0.0000113,-0.0000071,0.0000202
MsgID.GLOBAL_POSITION,1526666866.7289660,-122.3974515,37.7924797,0.0130000
MsgID.LOCAL_VELOCITY,1526666866.7289660,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7291460,-0.0279478,-0.1382371,-0.0139126
MsgID.LOCAL_VELOCITY,1526666866.7291460,0.0000125,-0.0000130,0.0000176
MsgID.GLOBAL_POSITION,1526666866.7293360,-122.3974519,37.7924813,0.0480000
MsgID.LOCAL_VELOCITY,1526666866.7293360,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7295139,0.1466784,-0.1774354,-0.0481177
MsgID.LOCAL_VELOCITY,1526666866.7295139,0.0000009,-0.0000103,0.0000165
MsgID.GLOBAL_POSITION,1526666866.7297988,-122.3974512,37.7924805,0.0760000
MsgID.LOCAL_VELOCITY,1526666866.7297988,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7299681,0.0617469,-0.1141906,-0.0766761
MsgID.LOCAL_VELOCITY,1526666866.7299681,0.0000089,-0.0000266,0.0000192
MsgID.STATE,1526666866.7302558,True,True
MsgID.GLOBAL_HOME,1526666866.7305548,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7307260,-0.0004380,-0.1056296,-0.0927616
MsgID.LOCAL_VELOCITY,1526666866.7307260,0.0000031,-0.0000260,0.0000146
MsgID.GLOBAL_POSITION,1526666866.7310579,-122.3974511,37.7924799,0.0920000
MsgID.LOCAL_VELOCITY,1526666866.7310579,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7313721,-0.0021285,0.1157470,-0.0912402
MsgID.LOCAL_VELOCITY,1526666866.7313721,-0.0000064,-0.0000131,0.0000186
MsgID.GLOBAL_POSITION,1526666866.7316060,-122.3974486,37.7924799,0.0910000
MsgID.LOCAL_VELOCITY,1526666866.7316060,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7319601,-122.3974496,37.7924796,0.0720000
MsgID.LOCAL_VELOCITY,1526666866.7319601,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7322502,-0.0381709,0.0348663,-0.0723458
MsgID.LOCAL_VELOCITY,1526666866.7322502,0.0000012,-0.0000018,0.0000235
MsgID.GLOBAL_POSITION,1526666866.7325029,-122.3974491,37.7924807,0.0400000
MsgID.LOCAL_VELOCITY,1526666866.7325029,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7326798,0.0853144,0.0766515,-0.0409936
MsgID.LOCAL_VELOCITY,1526666866.7326798,0.0000155,-0.0000079,0.0000208
MsgID.STATE,1526666866.7329941,True,True
MsgID.GLOBAL_HOME,1526666866.7332489,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7334180,-122.3974482,37.7924815,0.0040000
MsgID.LOCAL_VELOCITY,1526666866.7334180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7336011,0.1734469,0.1531225,-0.0047008
MsgID.LOCAL_VELOCITY,1526666866.7336011,-0.0000190,0.0000073,0.0000137
MsgID.GLOBAL_POSITION,1526666866.7338181,-122.3974497,37.7924807,-0.0250000
MsgID.LOCAL_VELOCITY,1526666866.7338181,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7339880,0.0792988,0.0216488,0.0259670
MsgID.LOCAL_VELOCITY,1526666866.7339880,-0.0000075,-0.0000278,0.0000170
MsgID.GLOBAL_POSITION,1526666866.7341561,-122.3974503,37.7924807,-0.0440000
MsgID.LOCAL_VELOCITY,1526666866.7341561,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7343080,0.0805043,-0.0315287,0.0444640
MsgID.LOCAL_VELOCITY,1526666866.7343080,0.0000236,-0.0000229,0.0000216
MsgID.GLOBAL_POSITION,1526666866.7344699,-122.3974503,37.7924801,-0.0440000
MsgID.LOCAL_VELOCITY,1526666866.7344699,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7346199,0.0142134,-0.0342422,0.0444873
MsgID.LOCAL_VELOCITY,1526666866.7346199,-0.0000054,-0.0000348,0.0000174
MsgID.STATE,1526666866.7348568,True,True
MsgID.GLOBAL_HOME,1526666866.7351420,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7353101,-122.3974515,37.7924799,-0.0250000
MsgID.LOCAL_VELOCITY,1526666866.7353101,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7354960,-0.0004467,-0.1400783,0.0257368
MsgID.LOCAL_VELOCITY,1526666866.7354960,0.0000141,-0.0000101,0.0000167
MsgID.GLOBAL_POSITION,1526666866.7356880,-122.3974501,37.7924799,0.0070000
MsgID.LOCAL_VELOCITY,1526666866.7356880,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7360170,-0.0004382,-0.0100605,-0.0073003
MsgID.LOCAL_VELOCITY,1526666866.7360170,0.0000054,0.0000140,0.0000194
MsgID.GLOBAL_POSITION,1526666866.7361989,-122.3974498,37.7924799,0.0520000
MsgID.LOCAL_VELOCITY,1526666866.7361989,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7363572,-0.0004382,0.0094215,-0.0526120
MsgID.LOCAL_VELOCITY,1526666866.7363572,-0.0000187,-0.0000100,0.0000145
MsgID.GLOBAL_POSITION,1526666866.7365241,-122.3974494,37.7924799,0.0980000
MsgID.LOCAL_VELOCITY,1526666866.7365241,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7366810,-0.0054364,0.0453758,-0.0984687
MsgID.LOCAL_VELOCITY,1526666866.7366810,0.0000235,-0.0000096,0.0000201
MsgID.STATE,1526666866.7369189,True,True
MsgID.GLOBAL_HOME,1526666866.7372110,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7373791,-0.0300073,0.1598527,-0.1467725
MsgID.LOCAL_VELOCITY,1526666866.7373791,0.0000171,-0.0000142,0.0000257
MsgID.GLOBAL_POSITION,1526666866.7375791,-122.3974482,37.7924797,0.1460000
MsgID.LOCAL_VELOCITY,1526666866.7375791,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7377570,0.1095116,0.0178086,-0.1814786
MsgID.LOCAL_VELOCITY,1526666866.7377570,0.0000227,-0.0000068,0.0000150
MsgID.GLOBAL_POSITION,1526666866.7380311,-122.3974497,37.7924809,0.1810000
MsgID.LOCAL_VELOCITY,1526666866.7380311,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7382112,0.0831605,0.0330767,-0.2074571
MsgID.LOCAL_VELOCITY,1526666866.7382112,0.0000070,0.0000093,0.0000205
MsgID.GLOBAL_POSITION,1526666866.7383950,-122.3974496,37.7924807,0.2070000
MsgID.LOCAL_VELOCITY,1526666866.7383950,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7385678,-0.0488265,0.0686385,-0.2160681
MsgID.LOCAL_VELOCITY,1526666866.7385678,-0.0000093,0.0000073,0.0000198
MsgID.GLOBAL_POSITION,1526666866.7387469,-122.3974492,37.7924795,0.2160000
MsgID.LOCAL_VELOCITY,1526666866.7387469,0.0000000,0.0000000,0.0000000
MsgID.STATE,1526666866.7390049,True,True
MsgID.GLOBAL_HOME,1526666866.7392871,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666866.7394519,0.0544871,-0.0970571,-0.2099177
MsgID.LOCAL_VELOCITY,1526666866.7394519,-0.0000184,-0.0000054,0.0000178
MsgID.GLOBAL_POSITION,1526666866.7396560,-122.3974510,37.7924804,0.2090000
MsgID.LOCAL_VELOCITY,1526666866.7396560,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7398300,0.1769257,-0.1665748,-0.1929400
MsgID.LOCAL_VELOCITY,1526666866.7398300,-0.0000058,-0.0000277,0.0000213
MsgID.GLOBAL_POSITION,1526666866.7400720,-122.3974518,37.7924815,0.1920000
MsgID.LOCAL_VELOCITY,1526666866.7400720,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7402270,0.1205009,-0.0257791,-0.1654103
MsgID.LOCAL_VELOCITY,1526666866.7402270,-0.0000191,0.0000022,0.0000163
MsgID.GLOBAL_POSITION,1526666866.7403898,-122.3974502,37.7924810,0.1650000
MsgID.LOCAL_VELOCITY,1526666866.7403898,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7405450,-122.3974498,37.7924801,0.1390000
MsgID.LOCAL_VELOCITY,1526666866.7405450,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7406950,0.0112518,0.0094211,-0.1391726
MsgID.LOCAL_VELOCITY,1526666866.7406950,0.0000088,-0.0000062,0.0000213
MsgID.STATE,1526666866.7409301,True,True
MsgID.GLOBAL_HOME,1526666866.7413161,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7415869,-122.3974498,37.7924799,0.1130000
MsgID.LOCAL_VELOCITY,1526666866.7415869,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7418470,-0.0004382,0.0121053,-0.1134815
MsgID.LOCAL_VELOCITY,1526666866.7418470,0.0000054,-0.0000181,0.0000211
MsgID.GLOBAL_POSITION,1526666866.7423029,-122.3974494,37.7924799,0.0960000
MsgID.LOCAL_VELOCITY,1526666866.7423029,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7426310,-0.0004143,0.0455267,-0.0960131
MsgID.LOCAL_VELOCITY,1526666866.7426310,0.0000172,0.0000062,0.0000134
MsgID.GLOBAL_POSITION,1526666866.7428491,-122.3974512,37.7924799,0.0850000
MsgID.LOCAL_VELOCITY,1526666866.7428491,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7430332,-0.0002371,-0.1111108,-0.0857711
MsgID.LOCAL_VELOCITY,1526666866.7430332,0.0000165,-0.0000093,0.0000180
MsgID.GLOBAL_POSITION,1526666866.7432871,-122.3974516,37.7924800,0.0820000
MsgID.LOCAL_VELOCITY,1526666866.7432871,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666866.7435470,0.0004392,-0.1499871,-0.0828576
MsgID.LOCAL_VELOCITY,1526666866.7435470,-0.0000044,0.0000077,0.0000181
MsgID.STATE,1526666866.7641129,True,True
MsgID.GLOBAL_HOME,1526666866.7645571,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1526666866.7961631,-122.3974506,37.7924798,0.1540000
MsgID.LOCAL_VELOCITY,1526666866.7961631,0.0000000,0.0000000,-0.7600000
MsgID.LOCAL_POSITION,1526666866.7967029,-0.0211434,-0.0548192,-0.1548392
MsgID.LOCAL_VELOCITY,1526666866.7967029,0.0018240,0.0006238,-0.7691314
MsgID.GLOBAL_POSITION,1526666867.0483289,-122.3974512,37.7924800,0.3980000
MsgID.LOCAL_VELOCITY,1526666867.0483289,0.0000000,0.0000000,-1.2600000
MsgID.LOCAL_POSITION,1526666867.0486820,0.0021675,-0.1127742,-0.3988066
MsgID.LOCAL_VELOCITY,1526666867.0486820,0.0035644,-0.0024265,-1.2669301
MsgID.GLOBAL_POSITION,1526666867.2979410,-122.3974510,37.7924797,0.7570000
MsgID.LOCAL_VELOCITY,1526666867.2979410,0.0000000,0.0000000,-1.4500000
MsgID.LOCAL_POSITION,1526666867.2984090,-0.0228440,-0.0909998,-0.7576440
MsgID.LOCAL_VELOCITY,1526666867.2984090,0.0000716,0.0019854,-1.4533998
MsgID.GLOBAL_POSITION,1526666867.5482750,-122.3974491,37.7924806,1.0980000
MsgID.LOCAL_VELOCITY,1526666867.5482750,0.0000000,0.0000000,-1.5400000
MsgID.LOCAL_POSITION,1526666867.5486231,0.0696213,0.0720403,-1.0982105
MsgID.LOCAL_VELOCITY,1526666867.5486231,-0.0009346,-0.0023095,-1.5434966
MsgID.STATE,1526666867.7641549,True,True
MsgID.GLOBAL_HOME,1526666867.7645371,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1526666867.7980859,0.1124995,0.1390929,-1.4967791
MsgID.LOCAL_VELOCITY,1526666867.7980859,-0.0071358,-0.0166206,-1.6644638
MsgID.GLOBAL_POSITION,1526666867.7984891,-122.3974484,37.7924810,1.4960000
MsgID.LOCAL_VELOCITY,1526666867.7984891,0.0000000,-0.0100000,-1.6600000
MsgID.LOCAL_POSITION,1526666868.0484521,-0.1246018,-0.0694374,-1.8830652
MsgID.LOCAL_VELOCITY,1526666868.0484521,-0.0138675,-0.0289204,-1.6424066
MsgID.GLOBAL_POSITION,1526666868.0488708,-122.3974507,37.7924788,1.8830000
MsgID.LOCAL_VELOCITY,1526666868.0488708,-0.0100000,-0.0200000,-1.6400000
MsgID.LOCAL_POSITION,1526666868.2973480,0.0433387,-0.1184280,-2.3231952
MsgID.LOCAL_VELOCITY,1526666868.2973480,0.0030626,-0.0188343,-1.7047184
MsgID.GLOBAL_POSITION,1526666868.2976441,-122.3974513,37.7924803,2.3230000
MsgID.LOCAL_VELOCITY,1526666868.2976441,0.0000000,-0.0100000,-1.7000000
MsgID.LOCAL_POSITION,1526666868.5488489,0.0797066,0.0240258,-2.7245800
MsgID.LOCAL_VELOCITY,1526666868.5488489,0.0017198,-0.0094677,-1.8180672
MsgID.GLOBAL_POSITION,1526666868.5492978,-122.3974497,37.7924807,2.7240000
MsgID.LOCAL_VELOCITY,1526666868.5492978,0.0000000,0.0000000,-1.8100000
MsgID.GLOBAL_HOME,1526666868.7641029,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666868.7644732,True,True
MsgID.LOCAL_POSITION,1526666868.7990410,-0.1547294,0.1003171,-3.2296824
MsgID.LOCAL_VELOCITY,1526666868.7990410,-0.0128719,-0.0180456,-1.9572918
MsgID.GLOBAL_POSITION,1526666868.7995389,-122.3974488,37.7924786,3.2290000
MsgID.LOCAL_VELOCITY,1526666868.7995389,-0.0100000,-0.0100000,-1.9500000
MsgID.LOCAL_POSITION,1526666869.0484290,-0.0183036,-0.0373418,-3.6937454
MsgID.LOCAL_VELOCITY,1526666869.0484290,0.0042301,-0.0252070,-1.9586691
MsgID.GLOBAL_POSITION,1526666869.0488639,-122.3974504,37.7924798,3.6930000
MsgID.LOCAL_VELOCITY,1526666869.0488639,0.0000000,-0.0200000,-1.9500000
MsgID.GLOBAL_POSITION,1526666869.3002722,-122.3974502,37.7924808,4.2440000
MsgID.LOCAL_VELOCITY,1526666869.3002722,0.0100000,-0.0100000,-2.0200000
MsgID.LOCAL_POSITION,1526666869.3008130,0.0951617,-0.0201202,-4.2442865
MsgID.LOCAL_VELOCITY,1526666869.3008130,0.0133310,-0.0194866,-2.0255978
MsgID.GLOBAL_POSITION,1526666869.5500212,-122.3974488,37.7924797,4.7300000
MsgID.LOCAL_VELOCITY,1526666869.5500212,0.0000000,-0.0100000,-1.6700000
MsgID.LOCAL_POSITION,1526666869.5504870,-0.0294997,0.1036252,-4.7300434
MsgID.LOCAL_VELOCITY,1526666869.5504870,-0.0023909,-0.0174638,-1.6715989
MsgID.GLOBAL_HOME,1526666869.7641971,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666869.7645481,True,True
MsgID.GLOBAL_POSITION,1526666869.7984419,-122.3974503,37.7924804,4.8680000
MsgID.LOCAL_VELOCITY,1526666869.7984419,0.0000000,-0.0100000,0.6400000
MsgID.LOCAL_POSITION,1526666869.7989490,0.0465172,-0.0344035,-4.8687072
MsgID.LOCAL_VELOCITY,1526666869.7989490,-0.0018279,-0.0169115,0.6484346
MsgID.GLOBAL_POSITION,1526666870.0486231,-122.3974493,37.7924816,4.7140000
MsgID.LOCAL_VELOCITY,1526666870.0486231,0.0000000,-0.0100000,0.5800000
MsgID.LOCAL_POSITION,1526666870.0489411,0.1831376,0.0592692,-4.7140718
MsgID.LOCAL_VELOCITY,1526666870.0489411,-0.0036675,-0.0163459,0.5842135
MsgID.GLOBAL_POSITION,1526666870.2998459,-122.3974503,37.7924802,4.3480000
MsgID.LOCAL_VELOCITY,1526666870.2998459,0.0000000,-0.0100000,2.6300000
MsgID.LOCAL_POSITION,1526666870.3004410,0.0285183,-0.0281000,-4.3476381
MsgID.LOCAL_VELOCITY,1526666870.3004410,-0.0059713,-0.0154519,2.6347439
MsgID.GLOBAL_POSITION,1526666870.5501702,-122.3974521,37.7924787,3.5340000
